"prob_id","GT","paddle","DeepSeek-OCR","DeepSeek-OCR2","GLM"
"2022_odd_common_20","20. 실수  전체의  집합에서  미분가능한  함수 $f(x)$가  다음  조건을  만족시킨다.  > (가) 닫힌구간 $[0,1]$에서 $f(x)=x$이다. > (나) 어떤 상수 $a, b$에 대하여 구간 $[0,\infty)$에서 $f(x+1)-x f(x)=ax+b$이다.  $60 \times \displaystyle \int_1^2 f(x)dx$의 값을 구하시오. [4점]","20. 실수 전체의 집합에서 미분가능한 함수 $f(x)$ 가 다음 조건을 만족시킨다.  (가) 닫힌구간 [0, 1] 에서  $ f(x) = x $이다. (나) 어떤 상수 a, b에 대하여 구간 [0, ∞)에서  $ f(x+1) - xf(x) = ax + b $이다.  60 ×  $ \int_{1}^{2} f(x) dx $의 값을 구하시오. [4점]","20. 실수 전체의 집합에서 미분가능한 함수 \(f(x)\)가 다음 조건을 만족시킨다.  (가) 닫힌구간 \([0, 1]\)에서 \(f(x) x\)이다.  (나) 어떤 상수 \(a, b\)에 대하여 구간 \([0, \infty)\)에서 \(f(x+1) - xf(x) ax + b\)이다.  60 × \(\int_{1}^{2} f(x) dx\)의 값을 구하시오. [4점]","20. 실수 전체의 집합에서 미분가능한 함수  \(f(x)\) 가 다음 조건을 만족시킨다. (가) 닫힌구간 [0, 1] 에서  \(f(x) x\)  이다. (나) 어떤 상수 a, b에 대하여 구간  \([0, \infty)\) 에서  \(f(x+1)-xf(x) ax+b\) 이다. \(60 \times \int_{1}^{2} f(x) dx\)  의 값을 구하시오. [4점]","20. 실수 전체의 집합에서 미분가능한 함수 $f(x)$ 가 다음 조건을 만족시키다.  (가) 단현구간 $[0, 1]$ 에서 $f(x) = x$이다.  (나) 어떤 상수 $a, b$ 에 대하여 구간 $[0, \infty)$ 에서 $f(x+1) - xf(x) = ax + b$이다.  $60 \times \int_{1}^{2} f(x) dx$의 값을 구하시오. [4점]<|user|>"
"2022_odd_common_21","21.  수열 $\{a_n\}$이 다음 조건을 만족시킨다.  > (가) $|a_1|=2$ > (나) 모든 자연수 $n$에 대하여 $|a_{n+1}|=2|a_n|$이다. > (다) $\displaystyle \sum_{n=1}^{10} a_n = -14$  $a_1+a_3+a_5+a_7+a_9$의 값을 구하시오. [4점]","21. 수열  $ \{a_{n}\} $ 이 다음 조건을 만족시킨다.  (フト)  $ |a_{1}|=2 $  (나) 모든 자연수 n에 대하여  $ |a_{n+1}|=2|a_n| $이다.  (다)  $ \sum_{n=1}^{10}a_{n}=-14 $   $ a_{1}+a_{3}+a_{5}+a_{7}+a_{9} $ 앱을 구하시오. [4점]","21. 수열 {a_n}이 다음 조건을 만족시킨다.  (가) |a₁|  2  (나) 모든 자연수 n에 대하여 |a_n+1|  2|a_n| 이다.  (다) \(\sum_{n 1}^{10} a_n -14\)","21. 수열  \(\{a_{n}\}\)  이 다음 조건을 만족시킨다.  \[ (가) |a_1| 2 \] (나) 모든 자연수 \(n\)에 대하여 \(|a_{n+1}| 2|a_n|\)이다.  \[ (다) \sum_{n 1}^{10} a_n -14 \] \(a_1 + a_3 + a_5 + a_7 + a_9\) 의 값을 구하시오. [4점]","21. 수열 $\{a_n\}$이 다음 조건을 만족시키다. (가) $|a_1| = 2$ (나) 모든 자연수 $n$에 대하여 $|a_{n+1}| = 2|a_n|$이다. (다) $\sum_{n=1}^{10} a_n = -14$  $a_1 + a_3 + a_5 + a_7 + a_9$의 값을 구하시오. [4점]<|user|>"
"2022_odd_common_22","22.  최고차항의 계수가 $\dfrac{1}{2}$인 삼차함수 $f(x)$와 실수 $t$에 대하여 방정식 $f'(x)=0$이 닫힌구간 $[t,t+2]$에서 갖는 실근의 개수를 $g(t)$라 할 때, 함수 $g(t)$는 다음 조건을 만족시킨다.  > (가) 모든 실수 $a$에 대하여 $\displaystyle \lim_{t \to a+} g(t)+\lim_{t \to a-} g(t) \le 2$이다. > (나) $g(f(1))=g(f(4))=2,\ g(f(0))=1$  $f(5)$의 값을 구하시오. [4점]","22. 최고차항의 계수가  $ \frac{1}{2} $ 인 삼차함수  $ f(x) $ 와 실수  $ t $ 에 대하여 방정식  $ f'(x) = 0 $ 이 단흰구간  $ [t, t+2] $ 에서 갖는 실근의 개수를  $ g(t) $ 라 할 때, 함수  $ g(t) $는 다음 조건을 만족시킨다.  (가) 모든 실수 a에 대하여  $ \lim_{t\to a+}g(t)+\lim_{t\to a-}g(t)\leq2 $이다. (나)  $ g(f(1)) = g(f(4)) = 2 $,  $ g(f(0)) = 1 $  $f(5)$의 값을 구하시오. [4점]","22. 최고차항의 계수가 \(\frac{1}{2}\) 인 삼차함수 \(f(x)\)와 실수 \(t\)에 대하여 방정식 \(f'(x) 0\)이 닫힌구간 \([t, t+2]\) 에서 갖는 실근의 개수를 \(g(t)\)라 할 때, 함수 \(g(t)\)는 다음 조건을 만족시킨다.  (가) 모든 실수 \(a\)에 대하여 \(\lim_{t \to a+} g(t) + \lim_{t \to a-} g(t) \le 2\)이다.  (나) \(g(f(1)) g(f(4)) 2\), \(g(f(0)) 1\)  \(f(5)\)의 값을 구하시오. [4점]","22. 최고차항의 계수가  \(\frac{1}{2}\)  인 삼차함수  \(f(x)\)  와 실수 t에 대하여 방정식  \(f'(x) 0\) 이 닫힌구간  \([t, t+2]\) 에서 갖는 실근의 개수를  \(g(t)\) 라 할 때, 함수  \(g(t)\) 는 다음 조건을 만족시킨다. (가) 모든 실수 a에 대하여  \(\lim_{t\to a+}g(t)+\lim_{t\to a-}g(t)\leq2\) 이다.  \(t\to a+\)  (나)  \(g(f(1)) g(f(4)) 2\) ,  \(g(f(0)) 1\)  \(f(5)\) 의 값을 구하시오. [4점]","22. 최고차항의 계수가 $\frac{1}{2}$인 살차항 $f(x)$와 실수 $t$에 대하여 방정식 $f'(x) = 0$이 단현구간 $[t, t+2]$에서 갖는 실근의 계수를 $g(t)$라 함 때, 항수 $g(t)$는 다음 조건을 만족시키다.  (가) 모든 실수 $a$에 대하여 $\lim_{t \to a+} g(t) + \lim_{t \to a-} g(t) \leq 2$이다.  (나) $g(f(1)) = g(f(4)) = 2$, $g(f(0)) = 1$  $f(5)$의 작을 구하시오. [4점]<|user|>"
"2022_odd_common_3","3.  등차수열 $\{a_n\}$에 대하여 $$a_2 = 6, \quad a_4 + a_6 = 36$$ 일 때, $a_{10}$의 값은? [3점] ① 30 ② 32 ③ 34 ④ 36 ⑤ 38","[run_paddle_ocr_single.py subprocess] timeout (300s)","3. 등차수열 {a_n}에 대하여  \[ a_2 6, \quad a_4 + a_6 36 \] 일 때, a₁₀의 값은? [3점]  ① 30  ② 32  ③ 34  ④ 36  ⑤ 38","3. 등차수열  \(\{a_{n}\}\)  에 대하여  \[ a_2 6, \quad a_4 + a_6 36 \] 일 때, \(a_{10}\) 의 값은? [3점]  ① 30  ② 32  ③ 34  ④ 36  ⑤ 38","3. 등차수열 $ \{a_{n}\} $에 대하여 $ a_{2}=6 $ $ a_{4}+a_{6}=36 $ 일 때, $ a_{10} $의 값은? [3점] $\textcircled{1}$ 30 $\textcircled{2}$ 32 $\textcircled{3}$ 34 $\textcircled{4}$ 36 $\textcircled{5}$ 38<|user|>"
"2022_odd_common_4","4.  함수 $y = f(x)$의 그래프가 그림과 같다. $\lim\limits_{x \to -1-} f(x) + \lim\limits_{x \to 2} f(x)$의 값은? [3점] ① 1 ② 2 ③ 3 ④ 4 ⑤ 5","4. 함수  $ y = f(x) $ 의 그래프가 그림과 같다.  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_374_213_1497_1025.jpg"" alt=""Image"" width=""68%"" /></div>    $ \lim_{x \to -1} f(x) + \lim_{x \to 2} f(x) $ 읽 값은? [3점]  ① 1 ② 2 ③ 3 ④ 4 ⑤ 5","4. 함수 \(y f(x)\)의 그래프가 그림과 같다.  \[ \lim_{x \to -1^-} f(x) + \lim_{x \to 2} f(x) \text{의 값은? [3점]} \] ① 1  ② 2  ③ 3  ④ 4  ⑤ 5","4. 함수  \(y f(x)\)  의 그래프가 그림과 같다.  lim \(f(x)\) + lim \(f(x)\) 의 값은? [3점] x → -1 - x → 2  ① 1 ② 2 ③ 3 ④ 4 ⑤ 5","[GLM-OCR error] CUDA out of memory. Tried to allocate 2.25 GiB. GPU 0 has a total capacity of 31.74 GiB of which 2.06 GiB is free. Process 1106375 has 370.00 MiB memory in use. Process 1106371 has 370.00 MiB memory in use. Process 1106373 has 370.00 MiB memory in use. Process 1248511 has 746.00 MiB memory in use. Process 1248514 has 2.04 GiB memory in use. Process 1248512 has 2.03 GiB memory in use. Process 1248513 has 2.04 GiB memory in use. Process 1041438 has 504.00 MiB memory in use. Process 1811958 has 388.00 MiB memory in use. Process 2073657 has 20.88 GiB memory in use. Of the allocated memory 20.48 GiB is allocated by PyTorch, and 42.34 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
"2022_odd_common_5","5. 첫째항이 1인 수열 ${a_n}$이 모든 자연수 $n$에 대하여 $$a_{n+1} = \begin{cases} 2a_n & (a_n < 7) \\ a_n - 7 & (a_n \geq 7) \end{cases}$$ 일 때, $\displaystyle\sum_{k=1}^{8} a_k$의 값은? [3점] ① 30 ② 32 ③ 34 ④ 36 ⑤ 38","5. 첫째항이 1인 수열  $ \{a_n\} $ 이 모든 자연수 n에 대하여   $ a_{n+1}=\left\{\begin{array}{ll}2a_n & (a_n<7) \\ a_n-7 & (a_n\geq7)\end{array}\right. $  일 때,  $ \sum_{k=1}^{8}a_k $ 의 값은? [3점]  ① 30 ② 32 ③ 34 ④ 36 ⑤ 38","5. 첫째항이 1인 수열 {a_n}이 모든 자연수 n에 대하여  \[ a_{n+1} \begin{cases} 2a_n & (a_n < 7) \\ a_n - 7 & (a_n \geq 7) \end{cases} \] 일 때, \(\sum_{k 1}^{8} a_k\)의 값은? [3점]  ① 30  ② 32  ③ 34  ④ 36  ⑤ 38","5. 첫째항이 1인 수열  \(\{a_{n}\}\)  이 모든 자연수 n에 대하여  \[ a_{n+1} \begin{cases} 2a_n & (a_n < 7) \\ a_n - 7 & (a_n \ge 7) \end{cases} \] 일 때, \(\sum_{k 1}^{8} a_k\) 의 값은? [3점]  ① 30  ② 32  ③ 34  ④ 36  ⑤ 38","5. 첫재항이 1인 수열 $\{a_{n}\}$이 모든 자연수 $n$에 대하여  $a_{n+1}=\left\{\begin{array}{ll}2a_{n}&(a_{n}<7)\\ a_{n}-7&(a_{n}\geq 7)\end{array}\right.$  일 때, $\sum_{k=1}^{8}a_{k}$의 값은? [3점]  $\textcircled{1}$ 30 $\textcircled{2}$ 32 $\textcircled{3}$ 34 $\textcircled{4}$ 36 $\textcircled{5}$ 38<|user|>"
"2022_odd_common_6","6.  방정식 $2x^3 - 3x^2 - 12x + k = 0$이 서로 다른 세 실근을 갖도록 하는 정수 $k$의 개수는? [3점] ① 20 ② 23 ③ 26 ④ 29 ⑤ 32","6. 방정식  $ 2x^{3}-3x^{2}-12x+k=0 $ 서로 다른 세 실근을 갖도록 하는 정수 k의 개수는? [3점]  ① 20 ② 23 ③ 26 ④ 29 ⑤ 32","6. 방정식 \(2x^3 - 3x^2 - 12x + k 0\)이 서로 다른 세 실근을 갖도록 하는 정수 \(k\)의 개수는? [3점]  ① 20 ② 23 ③ 26 ④ 29 ⑤ 32","6. 방정식  \(2x^{3} - 3x^{2} - 12x + k 0\)  이 서로 다른 세 실근을 갖도록 하는 정수 k의 개수는? [3점] ① 20 ② 23 ③ 26 ④ 29 ⑤ 32","6. 방정식 $ 2 x^{3}-3 x^{2}-1 2 x+k=0 $이 서로 다른 세 실근을 갖도록 하는 정수 $ k $의 개수는? [3점]  $\textcircled{1}$ 20 $\textcircled{2}$ 23 $\textcircled{3}$ 26 $\textcircled{4}$ 29 $\textcircled{5}$ 32<|user|>"
"2022_odd_common_7","7.  $\pi < \theta < \dfrac{3}{2}\pi$ 인 $\theta$에 대하여 $\tan\theta - \dfrac{6}{\tan\theta} = 1$ 일 때, $\sin\theta + \cos\theta$ 의 값은? [3점] ① $-\dfrac{2\sqrt{10}}{5}$ ② $-\dfrac{\sqrt{10}}{5}$ ③ 0 ④ $\dfrac{\sqrt{10}}{5}$ ⑤ $\dfrac{2\sqrt{10}}{5}$","7.  $ \pi < \theta < \frac{3}{2}\pi $ 인  $ \theta $ 에 대하여  $ \tan\theta - \frac{6}{\tan\theta} = 1 $ 일 때,   $ \sin\theta + \cos\theta $ 의 값은? [3점]  ①  $ -\frac{2\sqrt{10}}{5} $ ②  $ -\frac{\sqrt{10}}{5} $ ③ 0  ④  $ \frac{\sqrt{10}}{5} $ ⑤  $ \frac{2\sqrt{10}}{5} $","7. \(\pi < \theta < \frac{3}{2}\pi\) 일 \(\theta\)에 대하여 \(\tan\theta - \frac{6}{\tan\theta} 1\) 일 때, \(\sin\theta + \cos\theta\)의 값은? [3점]  ① \(-\frac{2\sqrt{10}}{5}\)  ② \(-\frac{\sqrt{10}}{5}\)  ③ 0  ④ \(\frac{\sqrt{10}}{5}\)  ⑤ \(2\sqrt{\frac{10}{5}}\)","7. \(\pi < \theta < \frac{3}{2}\pi\) \(\theta\) มี ใดๆ \(\tan\theta - \frac{6}{\tan\theta} 1\) ใด ใด, \(\sin\theta + \cos\theta\) ใด? [3] ①  \(-\frac{2\sqrt{10}}{5}\)  ②  \(-\frac{\sqrt{10}}{5}\)  ④  \(\frac{\sqrt{10}}{5}\)  ⑤  \(\frac{2\sqrt{10}}{5}\)","7. $ \pi<\theta<\frac{3}{2}\pi $인 $ \theta $에 대하여 $ \tan\theta-\frac{6}{\tan\theta}=1 $일 때, $ \sin\theta+\cos\theta $의 값은? [3점] $ \textcircled{1} $ $ -\frac{2\sqrt{10}}{5} $ $ \textcircled{2} $ $ -\frac{\sqrt{10}}{5} $ $ \textcircled{3} $ 0 $ \textcircled{4} $ $ \frac{\sqrt{10}}{5} $ $ \textcircled{5} $ $ \frac{2\sqrt{10}}{5} $<|user|>"
"2022_odd_common_8","8.  곡선 $y = x^2 - 5x$와 직선 $y = x$로 둘러싸인 부분의 넓이를 직선 $x = k$가 이등분할 때, 상수 $k$의 값은? [3점] ① 3 ② $\dfrac{13}{4}$ ③ $\dfrac{7}{2}$ ④ $\dfrac{15}{4}$ ⑤ 4","8. 곡선  $ y = x^{2} - 5x $ 와 직선  $ y = x $ 로 둘러싸인 부분의 넓이를 직선  $ x = k $ 가 이등분할 때, 상수  $ k $ 의 값은? [3점]  ① 3 ②  $ \frac{13}{4} $ ③  $ \frac{7}{2} $ ④  $ \frac{15}{4} $ ⑤ 4","8. 곡선 \(y x^2-5x\)와 직선 \(y x\)로 둘러싸인 부분의 넓이를 직선 \(x k\)가 이등분할 때, 상수 \(k\)의 값은? [3점]  ① 3  ② \(\frac{13}{4}\)  ③ \(\frac{7}{2}\)  ④ \(\frac{15}{4}\)  ⑤ 4","8. 곡선  \(y x^{2} - 5x\)  의 직선  \(y x\)  로 둘러싸인 부분의 넓이를 직선  \(x k\)  가 이등분할 때, 상수  \(k\)  의 값은? [3점] ① 3 ②  \(\frac{13}{4}\)  ③  \(\frac{7}{2}\)  ④  \(\frac{15}{4}\)  ⑤ 4","8. 과선 $ y=x^{2}-5x $와 적선 $ y=x $로 독립차인 부분의 넘이를 적선 $ x=k $가 이동분할 때, 상수 $ k $의 값은? [3점] $\textcircled{1}$ 3 $ \textcircled{2}$ $ \frac{13}{4} $ $ \textcircled{3}$ $ \frac{7}{2} $ $ \textcircled{4}$ $ \frac{15}{4} $ $ \textcircled{5} $ 4<|user|>"
"2022_odd_common_9","9.  직선 $y = 2x + k$가 두 함수 $$ y = \left(\dfrac{2}{3}\right)^{x+3} + 1, \quad y = \left(\dfrac{2}{3}\right)^{x+1} + \dfrac{8}{3} $$ 의 그래프와 만나는 점을 각각 $\mathrm{P}$, $\mathrm{Q}$라 하자. $\overline{\mathrm{PQ}} = \sqrt{5}$ 일 때, 상수 $k$의 값은? [4점] ① $\dfrac{31}{6}$ ② $\dfrac{16}{3}$ ③ $\dfrac{11}{2}$ ④ $\dfrac{17}{3}$ ⑤ $\dfrac{35}{6}$","9. 직선  $ y = 2x + k $ 가 두 함수   $ y = \left(\frac{2}{3}\right)^{x + 3} + 1,\quad y = \left(\frac{2}{3}\right)^{x + 1} + \frac{8}{3} $  의 그래프와 만나는 점을 각각 P, Q라 하자.  $ \overline{PQ} = \sqrt{5} $ 일 때,  상수 k의 값은? [4점]  ①  $ \frac{31}{6} $ ②  $ \frac{16}{3} $ ③  $ \frac{11}{2} $ ④  $ \frac{17}{3} $ ⑤  $ \frac{35}{6} $  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_276_702_962_1543.jpg"" alt=""Image"" width=""56%"" /></div>","9. 직선 \(y 2x+k\)가 두 함수  \[ y \left(\frac{2}{3}\right)^{x+3} + 1, \quad y \left(\frac{2}{3}\right)^{x+1} + \frac{8}{3} \] 의 그래프와 만나는 점을 각각 P, Q라 하자. \(\overline{PQ} \sqrt{5}\)일 때, 상수 \(k\)의 값은? [4점]  ① \(\frac{31}{6}\) ② \(\frac{16}{3}\) ③ \(\frac{11}{2}\) ④ \(\frac{17}{3}\) ⑤ \(\frac{35}{6}\)","9. 직선  \(y 2x+k\) 가 두 함수 \[ y \left(\frac{2}{3}\right)^{x+3}+1,\quad y \left(\frac{2}{3}\right)^{x+1}+\frac{8}{3} \]  의 그래프와 만나는 점을 각각 P, Q라 하자.  \(\overline{PQ} \sqrt{5}\)  일 때, 상수 k의 값은? [4점] ①  \(\frac{31}{6}\)  ②  \(\frac{16}{3}\)  ③  \(\frac{11}{2}\)  ④  \(\frac{17}{3}\)  ⑤  \(\frac{35}{6}\)","9. 적선 $y=2x+k$가 두 함수  $y=\left(\frac{2}{3}\right)^{x+3}+1, \quad y=\left(\frac{2}{3}\right)^{x+1}+\frac{8}{3}$  의 그래프와 만나는 점을 각각 P, Q라 하자. $\overline{PQ}=\sqrt{5}$ 일 때, 상수 $k$의 값은? [4점]  $\textcircled{1}$ $\frac{31}{6}$ $\textcircled{2}$ $\frac{16}{3}$ $\textcircled{3}$ $\frac{11}{2}$ $\textcircled{4}$ $\frac{17}{3}$ $\textcircled{5}$ $\frac{35}{6}$  $y=\left(\frac{2}{3}\right)^{x+1}+\frac{8}{3}$ $y=\left(\frac{2}{3}\right)^{x+3}+1$ Q P O x<|user|>"
"2022_odd_geometry_23","23. 좌표공간의  점 $\mathrm{A}(2, 1, 3)$을 $xy$평면에  대하여  대칭이동한  점을 $\mathrm{P}$라  하고, 점 $\mathrm{A}$를 $yz$평면에  대하여  대칭이동한  점을 $\mathrm{Q}$라  할  때, 선분 $\mathrm{PQ}$의  길이는? [2점]  ① $5\sqrt{2}$ ② $2\sqrt{13}$ ③ $3\sqrt{6}$ ④ $2\sqrt{14}$ ⑤ $2\sqrt{15}$","23. 좌표공간의 점 A(2, 1, 3)을 xy평면에 대하여 대칭이동한  점을 P라 하고, 점 A를 yz평면에 대하여 대칭이동한 점을  Q라 할 때, 선분 PQ의 길이는? [2점]  ① 5√2 ② 2√13 ③ 3√6  ④ 2√14 ⑤ 2√15","23. 좌표공간의 점 A(2, 1, 3)을 \(xy\) 평면에 대하여 대칭이동한 점을 P라 하고, 점 A를 \(yz\) 평면에 대하여 대칭이동한 점을 Q라 할 때, 선분 PQ의 길이는? [2점]  ① \(5\sqrt{2}\)  ④ \(2\sqrt{14}\)  ② \(2\sqrt{13}\)  ⑤ \(2\sqrt{15}\)  ③ \(3\sqrt{6}\)","23. 최윤공간의 점 A(2, 1, 3)을 xy 평면에 대하여 대칭이동한 점을 P 라 하고, 점 A를 yz 평면에 대하여 대칭이동한 점을 Q 라 할 때, 선분 PQ의 길이는? [2점] ①  \(5\sqrt{2}\)  ②  \(2\sqrt{13}\)  ③  \(3\sqrt{6}\)  ④  \(2\sqrt{14}\)  ⑤  \(2\sqrt{15}\)","23. 컴포공간의 점 A(2,1,3)을 xy평면에 대하여 대칭이동한 점을 P라 하고, 점 A를 yz평면에 대하여 대칭이동한 점을 Q라 할 때, 선분 PQ의 점이는? [2점]  $\textcircled{1}$ $5\sqrt{2}$ $\textcircled{2}$ $2\sqrt{13}$ $\textcircled{3}$ $3\sqrt{6}$ $\textcircled{4}$ $2\sqrt{14}$ $\textcircled{5}$ $2\sqrt{15}$<|user|>"
"2022_odd_geometry_24","24. 한  초점의  좌표가 $(3\sqrt{2}, 0)$인  쌍곡선 $\dfrac{x^2}{a^2} - \dfrac{y^2}{6} = 1$의  주축의  길이는? (단, $a$는  양수이다.) [3점]  ① $3\sqrt{3}$ ② $\dfrac{7\sqrt{3}}{2}$ ③ $4\sqrt{3}$ ④ $\dfrac{9\sqrt{3}}{2}$ ⑤ $5\sqrt{3}$","24. 한 초점의 좌표가  $ (3\sqrt{2}, 0) $ 인 쌍곡선  $ \frac{x^2}{a^2} - \frac{y^2}{6} = 1 $ 의 주축의 길이는? (단,  $ a $는 양수이다.) [3점]  ①  $ 3\sqrt{3} $ ②  $ \frac{7\sqrt{3}}{2} $ ③  $ 4\sqrt{3} $  ④  $ \frac{9\sqrt{3}}{2} $ ⑤  $ 5\sqrt{3} $","24. 한 초점의 좌표가 \((3\sqrt{2}, 0)\)인 쌍곡선 \(\frac{x^2}{a^2} - \frac{y^2}{6} 1\)의 주축의 길이는? (단, \(a\)는 양수이다.) [3점]  ① \(3\sqrt{3}\)  ② \(\frac{7\sqrt{3}}{2}\)  ③ \(4\sqrt{3}\)  ④ \(\frac{9\sqrt{3}}{2}\)  ⑤ \(5\sqrt{3}\)","24. 한 초점의 좌표가  \((3\sqrt{2}, 0)\) 인 쌍곡선  \(\frac{x^{2}}{a^{2}} - \frac{y^{2}}{6} 1\) 의 주축의 길이는? (단,  \(a\) 는 양수이다.) [3점] ①  \(3\sqrt{3}\)  ②  \(\frac{7\sqrt{3}}{2}\)  ③  \(4\sqrt{3}\)  ④  \(\frac{9\sqrt{3}}{2}\)  ⑤  \(5\sqrt{3}\)","24. 한호정의 과포가 $(3\sqrt{2},0)$인 상극선 $ \frac{x^{2}}{a^{2}}-\frac{y^{2}}{6}=1 $의 주축의 길이는? (단, a는 양수이다.) [3점]  $\textcircled{1}$ $ 3\sqrt{3} $ $ \textcircled{2}$ $ \frac{7\sqrt{3}}{2} $ $ \textcircled{3}$ $ 4\sqrt{3} $ $ \textcircled{4}$ $ \frac{9\sqrt{3}}{2} $ $ \textcircled{5}$ $ 5\sqrt{3} $<|user|>"
"2022_odd_geometry_25","25. 좌표평면에서  두  직선 $$\frac{x+1}{2} = y-3, x-2 = \frac{y-5}{3}$$ 가  이루는  예각의  크기를 $\theta$라  할  때, $\cos\theta$의  값은? [3점]  ① $\dfrac{1}{2}$ ② $\dfrac{\sqrt{5}}{4}$ ③ $\dfrac{\sqrt{6}}{4}$ ④ $\dfrac{\sqrt{7}}{4}$ ⑤ $\dfrac{\sqrt{2}}{2}$","25. 좌표평면에서 두 직선   $ \frac{x+1}{2}=y-3,\ x-2=\frac{y-5}{3} $  가 이루는 예각의 크기를  $ \theta $라 할 때,  $ \cos\theta $의 값은? [3점]  ①  $ \frac{1}{2} $ ②  $ \frac{\sqrt{5}}{4} $ ③  $ \frac{\sqrt{6}}{4} $ ④  $ \frac{\sqrt{7}}{4} $ ⑤  $ \frac{\sqrt{2}}{2} $","25. 좌표평면에서 두 직선  \[ \frac{x+1}{2} y-3, \quad x-2 \frac{y-5}{3} \] 가 이루는 예각의 크기를 \(\theta\) 라 할 때, \(\cos\theta\) 의 값은? [3점]  ① \(\frac{1}{2}\)  ② \(\frac{\sqrt{5}}{4}\)  ③ \(\frac{\sqrt{6}}{4}\)  ④ \(\frac{\sqrt{7}}{4}\)  ⑤ \(\frac{\sqrt{2}}{2}\)","25. 2  \[ \frac{x+1}{2} y - 3, \quad x - 2 \frac{y - 5}{3} \] 가 이루는 예각의 크기를 \(\theta\)라 할 때, \(\cos\theta\)의 값은? [3점]  ① \(\frac{1}{2}\)  ② \(\frac{\sqrt{5}}{4}\)  ③ \(\frac{\sqrt{6}}{4}\)  ④ \(\frac{\sqrt{7}}{4}\)  ⑤ \(\frac{\sqrt{2}}{2}\)","25. 커플평면에서 두 적선 $\frac{x+1}{2}=y-3,$ $x-2=\frac{y-5}{3}$ 가 이른는 예각의 크기를 $\theta$라 합 때, $\cos \theta$의 값은? [3점] $\textcircled{1}$ $\frac{1}{2}$ $\textcircled{2}$ $\frac{\sqrt{5}}{4}$ $\textcircled{3}$ $\frac{\sqrt{6}}{4}$ $\textcircled{4}$ $\frac{\sqrt{7}}{4}$ $\textcircled{5}$ $\frac{\sqrt{2}}{2}$<|user|>"
"2022_odd_geometry_26","26. 초점이 $\mathrm{F}$, $\mathrm{F'}$인  타원 $\dfrac{x^2}{64} + \dfrac{y^2}{16} = 1$ 위의  점  중  제1사분면에  있는  점 $\mathrm{A}$가  있다. 두  직선 $\mathrm{AF}$, $\mathrm{AF'}$에  동시에  접하고  중심이 $y$축  위에  있는  원  중  중심의 $y$좌표가  음수인  것을 $C$라  하자. 원 $C$의  중심을 $\mathrm{B}$라  할  때  사각형 $\mathrm{AFBF'}$의  넓이가 72이다. 원 $C$의  반지름의  길이는? [3점] ① $\dfrac{17}{2}$ ② $9$ ③ $\dfrac{19}{2}$ ④ $10$ ⑤ $\dfrac{21}{2}$","26. 두 초점이 F, F'인 타원  $ \frac{x^{2}}{64} + \frac{y^{2}}{16} = 1 $ 위의 점 중  제1사분면에 있는 점 A가 있다. 두 직선 AF, AF'에 동시에  접하고 중심이 y축 위에 있는 원 중 중심의 y좌표가 음수인  것을 C라 하자. 원 C의 중심을 B라 할 때 사각형 AFBF'의  넓이가 72이다. 원 C의 반지름의 길이는? [3점]  ①  $ \frac{17}{2} $ ② 9 ③  $ \frac{19}{2} $ ④ 10 ⑤  $ \frac{21}{2} $  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_152_662_1063_1507.jpg"" alt=""Image"" width=""76%"" /></div>","26. 두 초점이 F, F'인 타원 \(\frac{x^2}{64} + \frac{y^2}{16} 1\) 위의 점 중  제1사분면에 있는 점 A가 있다. 두 직선 AF, AF'에 동시에 접하고 중심이 y축 위에 있는 원 중 중심의 y좌표가 음수인 것을 C라 하자. 원 C의 중심을 B라 할 때 사각형 AFBF'의 넓이가 72이다. 원 C의 반지름의 길이는? [3점]  ① \(\frac{17}{2}\) ② 9 ③ \(\frac{19}{2}\) ④ 10 ⑤ \(\frac{21}{2}\)","26. 두 초점이 F, F'인 타원  \(\frac{x^{2}}{64} + \frac{y^{2}}{16} 1\)  위의 점 중 제1사분면에 있는 점 A가 있다. 두 직선 AF, AF'에 동시에 접하고 중심이 y축 위에 있는 원 중 중심의 y좌표가 음수인 것을 C라 하자. 원 C의 중심을 B라 할 때 사각형 AFBF'의 넓이가 72이다. 원 C의 반지름의 길이는? [3점]  ①  \(\frac{17}{2}\)  ② 9  ③  \(\frac{19}{2}\)  ④ 10  ⑤  \(\frac{21}{2}\)","26. 두 초점이 F, F'인 타원 $\frac{x^2}{64} + \frac{y^2}{16} = 1$ 위의 점 중 제1사분면에 있는 점 A가 있다. 두 점선 AF, AF'에 동시에 점하고 중심이 y축 위에 있는 원 중 중심의 y좌포가 음수인 것을 C라 하자. 원 C의 중심을 B라 할 때 사각형 AFBF'의 네이가 72이다. 원 C의 반지름의 점이는? [3점]  $\textcircled{1}$ $\frac{17}{2}$ $\textcircled{2}$ 9 $\textcircled{3}$ $\frac{19}{2}$ $\textcircled{4}$ 10 $\textcircled{5}$ $\frac{21}{2}$  $\frac{x^2}{64} + \frac{y^2}{16} = 1$<|user|>"
